CLUSTER	TAXA
69	MH8132
23	HS1375
71	MH8690
45	MH8159
58	HS1313
50	HS1405
58	HS1335
68	HS1519
45	HS1463
71	HS1563
3	MH7885
15	HS1535
39	HS1516
3	HS1409
35	MH7953
23	MH7800
69	HS1457
58	HS1328
35	HS1455
50	HS1394
71	MH8391
3	HS1416
45	HS1465
3	HS1345
35	MH8127
3	HS1509
15	MH8611
23	HS1474
58	HS1327
39	HS1544
58	MH7612
68	MH8443
71	MH8688
