CLUSTER	TAXA
14	MH8309
14	HS1450
55	MH8690
45	MH8159
32	HS1364
8	MH7391
56	HS1518
9	HS1417
32	HS1375
58	HS1335
0	HS1253
56	HS1519
55	HS1563
9	MH7885
58	HS1336
16	HS1535
69	HS1525
50	HS1516
9	HS1409
59	MH7564
45	MH8041
45	HS1434
69	MH8450
8	HS1256
58	HS1369
8	MH7390
32	MH7627
0	HS1294
59	HS1313
0	HS1250
45	HS1465
0	HS1345
9	HS1421
0	MH7385
8	MH7440
59	HS1327
50	HS1544
59	MH7520
16	HS1536
