CLUSTER	TAXA
5	HS1450
51	MH8159
51	HS1465
40	HS1597
5	HS1417
18	HS1375
40	HS1595
5	MH8126
47	HS1402
60	HS1328
37	HS1543
51	HS1463
60	HS1563
60	HS1336
5	HS1535
37	HS1516
0	MH8088
66	HS1518
0	MH8089
60	HS1369
38	MH7953
60	HS1393
18	HS1341
5	HS1256
60	HS1445
5	MH7389
66	HS1520
5	HS1421
60	MH8391
0	HS1250
5	HS1409
0	HS1345
38	MH8160
66	HS1519
38	HS1427
60	HS1335
60	MH7564
60	MH7612
47	MH7687
5	HS1536
60	HS1313
5	MH7886
0	HS1416
