C,1,93,0.529583415385,1.11895350514,0.905263157895
B,1,187,0.697304380382,0.424780524084,0.933333333333
B,4,291,0.903154016092,0.143232862252,0.75
C,3,193,0.586717859713,1.03756950291,0.938679245283
B,2,292,0.9541348441,0.0937225241031,0.8
C,2,187,0.476547855902,1.26767672479,0.861386138614
C,2,46,0.451219237472,1.25961576788,0.878453038674
B,3,129,0.747808414139,0.379968981349,0.75
C,3,222,0.598083808617,0.958061157181,0.878453038674
B,4,246,0.839461909983,0.286917956356,0.716666666667
C,1,15,0.58213256708,0.998212305567,0.900523560209
B,1,49,0.822668365995,0.318456339834,0.783333333333
C,3,174,0.512067249591,1.09350015488,0.9
C,3,262,0.553222554405,1.03986070147,0.838541666667
B,1,194,0.780892045699,0.3599861006,0.916666666667
B,4,223,0.867252543941,0.260575237102,0.7
C,1,242,0.580773313021,0.980022718332,0.857868020305
C,4,52,0.544395149097,1.05946679019,0.848167539267
B,4,69,0.893706620916,0.209580452016,0.8
C,1,18,0.504498693928,1.18409676704,0.866995073892
B,4,2,1.0,4.4408920985e-16,0.633333333333
B,3,284,0.771053002018,0.326771950765,0.75
B,2,27,1.0,0.0,0.766666666667
C,2,82,0.51442247587,1.08668615902,0.890052356021
B,3,39,1.0,-4.4408920985e-16,0.916666666667
B,1,200,0.760042180524,0.329457999513,0.766666666667
C,1,3,0.525240232562,1.19418127938,0.901477832512
C,2,135,0.503252500989,1.18087225886,0.893203883495
B,3,102,0.945365853659,0.116910765605,0.816666666667
B,4,265,0.866564394626,0.180679672598,0.916666666667
B,3,290,0.915772619839,0.146873665397,0.633333333333
C,2,19,0.626254761253,0.921203059256,0.885714285714
B,3,277,0.970870777812,0.0795642710369,0.8
B,4,41,0.927995704478,0.229383060007,0.933333333333
B,2,90,0.877612310132,0.243788757423,0.816666666667
C,4,76,0.614846380632,0.902728084619,0.82
C,4,287,0.511889159333,1.09152690405,0.888268156425
B,1,81,0.895804153218,0.14680711443,0.983333333333
C,3,194,0.614568164464,0.886497733644,0.839378238342
B,4,100,0.952989220761,0.17025931735,0.916666666667
B,2,236,0.91128195801,0.219775034997,0.8
B,4,290,0.811486741234,0.321237671787,0.666666666667
B,3,140,1.0,-4.4408920985e-16,0.833333333333
B,1,278,0.994611049768,0.0381908500977,0.833333333333
B,3,233,0.747821114485,0.429120168755,0.816666666667
C,4,22,0.410063144978,1.33000305901,0.891891891892
B,3,152,0.90090996963,0.181118204264,0.75
C,3,13,0.526805515151,1.04227197514,0.876288659794
B,3,90,0.929194017002,0.127263396261,0.8
C,1,133,0.488090183779,1.17663681837,0.8995215311
C,1,258,0.632105365311,0.959101762587,0.87037037037
C,2,125,0.469043399188,1.23241892803,0.893939393939
C,3,125,0.507494773528,1.1370855089,0.89898989899
B,3,199,0.903515879902,0.207558967922,0.766666666667
C,2,54,0.526400511206,1.01314840788,0.866666666667
B,4,241,0.550141694853,0.665900931745,0.633333333333
B,3,169,1.0,4.4408920985e-16,0.766666666667
B,3,81,0.536642575637,0.888477262756,0.783333333333
C,3,37,0.458363658929,1.22156931765,0.909547738693
C,4,249,0.518373890505,1.06115560716,0.854271356784
C,3,65,0.586084171152,0.987162987832,0.914893617021
C,1,187,0.518551070991,1.11627126215,0.89
B,3,182,0.701772359389,0.450003376632,0.7
C,3,69,0.437205324268,1.23093010551,0.893617021277
C,1,53,0.469155638705,1.29454455451,0.909547738693
C,3,170,0.448559810618,1.27168423814,0.862244897959
C,4,271,0.597503760848,0.952696065764,0.919191919192
B,2,155,0.956538917424,0.0951792527295,0.733333333333
B,3,219,0.91809985605,0.189579484671,0.783333333333
B,1,66,1.0,0.0,0.683333333333
B,1,181,1.0,0.0,0.983333333333
C,4,101,0.518527124383,1.06107835797,0.866359447005
B,2,240,0.614594364761,0.506697267113,0.783333333333
B,3,278,0.887901095701,0.278127385187,0.9
C,3,179,0.548561572755,1.03247689622,0.887700534759
B,4,108,0.907813378302,0.157206800033,0.683333333333
B,1,131,1.0,0.0,0.683333333333
C,4,163,0.513651357909,1.06110584176,0.846994535519
C,4,59,0.601033183329,0.886191334791,0.88202247191
C,2,154,0.514011690515,1.07112322463,0.910994764398
C,2,53,0.502078083332,1.13411698244,0.920930232558
B,3,51,0.907734589713,0.161257481346,0.783333333333
B,3,123,0.813829308149,0.393050387855,0.883333333333
B,2,294,0.825196230623,0.344283296352,0.683333333333
B,4,233,0.812519511152,0.376048438902,0.783333333333
C,3,187,0.649129531115,0.86830270194,0.893023255814
B,2,149,0.550937384185,0.776364025884,0.866666666667
C,1,88,0.549431173709,1.07270650837,0.898395721925
C,2,27,0.462615636138,1.20390503381,0.93137254902
B,3,60,0.96534549281,0.0979252566607,0.65
B,1,203,0.947101020914,0.108348995262,0.733333333333
B,1,150,0.679117870722,0.44512825345,0.933333333333
C,3,99,0.473820272741,1.23152085249,0.919786096257
C,3,137,0.548121909484,1.0528094715,0.897849462366
C,3,245,0.515804435415,1.19359998881,0.932367149758
B,4,65,0.746061926288,0.429135042177,0.716666666667
C,1,270,0.512884500139,1.04026366575,0.875
B,2,275,0.982111531041,0.0623158950934,0.9
B,3,107,0.806047894531,0.375914955507,0.916666666667
C,2,267,0.488388635268,1.15292673399,0.903553299492
C,2,110,0.529336401076,1.15137787615,0.866336633663
C,2,88,0.469861253334,1.2308087778,0.873684210526
B,2,274,0.942095868344,0.140278476464,0.95
C,1,106,0.49846829196,1.1839857345,0.895604395604
B,4,235,1.0,4.4408920985e-16,0.75
B,4,142,0.835265755941,0.218839360689,0.683333333333
C,2,233,0.470845434598,1.21383790722,0.865671641791
B,4,300,0.856816450876,0.199181530538,0.8
C,2,259,0.516984720101,1.04126533927,0.913793103448
C,4,222,0.569205219369,0.995823222074,0.873786407767
C,3,46,0.59348427311,0.970636664676,0.871921182266
B,2,16,0.849172655858,0.180450411487,0.8
B,2,89,1.0,0.0,0.633333333333
C,2,145,0.446544365608,1.24420165314,0.842639593909
C,4,160,0.533969254608,1.14505854313,0.892857142857
B,3,202,0.784242203173,0.411187106094,0.883333333333
C,2,79,0.500639723066,1.18731416892,0.921875
C,1,126,0.516070044655,1.12952645576,0.896373056995
B,4,81,0.871902430882,0.274175655403,0.7
C,4,184,0.612993142907,0.876103383532,0.905472636816
C,3,286,0.538747285183,1.0054997717,0.890052356021
B,2,74,0.928912529047,0.161687903098,0.65
C,2,45,0.613430977079,0.887864763615,0.884816753927
C,4,228,0.595361021429,0.940183165561,0.930348258706
C,4,48,0.688028803234,0.768832175039,0.892156862745
B,4,44,0.854394678436,0.272524738259,0.9
B,2,137,1.0,0.0,0.633333333333
C,2,205,0.491018135478,1.16986940423,0.888268156425
C,2,23,0.429400131669,1.29797269139,0.904255319149
B,4,202,1.0,-4.4408920985e-16,0.7
C,1,92,0.519745095323,1.11247574062,0.881720430108
B,2,159,0.813448401731,0.243267377073,0.9
C,1,201,0.444951734933,1.25089510254,0.963541666667
B,4,78,0.704032166248,0.396084103177,0.816666666667
C,2,148,0.596802685038,1.01728291098,0.917127071823
C,1,91,0.523327527181,1.0673103474,0.908602150538
C,3,188,0.552817791859,1.03697650465,0.884422110553
C,3,260,0.637458621308,0.848016512649,0.861386138614
B,1,11,0.974617974618,0.0848751649665,0.816666666667
C,1,97,0.443375943083,1.28974426304,0.896907216495
B,3,128,0.910964444168,0.207195933236,0.9
C,1,255,0.492047173749,1.20675145332,0.847715736041
B,3,22,0.912006139107,0.152957197048,0.733333333333
C,4,66,0.58784018407,0.985904612435,0.868020304569
B,1,165,0.76663204786,0.362267641944,0.9
B,2,152,0.692108470445,0.48974627747,0.8
C,3,163,0.467525316622,1.23355194353,0.893719806763
B,1,237,0.727725932456,0.467432149831,0.883333333333
B,4,208,0.928961748634,0.130388311091,0.666666666667
B,3,136,0.981489236955,0.0647126602894,0.866666666667
B,3,218,0.743795093397,0.486585168649,0.783333333333
C,4,143,0.5029768032,1.17169008654,0.862244897959
C,1,193,0.43050780054,1.40316406522,0.84236453202
B,4,77,1.0,-8.881784197e-16,0.7
B,3,47,0.989111304688,0.0554517744448,0.833333333333
C,4,45,0.552302122096,1.04235609531,0.91847826087
B,2,95,0.953516090584,0.124451947763,0.75
B,3,176,0.862880374523,0.269476606663,0.9
C,1,265,0.495849992942,1.07193313734,0.892307692308
C,3,155,0.568448749568,0.952800923075,0.88
C,4,105,0.533787458105,1.02132338275,0.855670103093
C,2,246,0.593192557857,0.964843756758,0.89
C,4,79,0.594391168521,1.01629717562,0.87922705314
C,3,40,0.541344668563,1.07072990439,0.877272727273
C,3,172,0.519518735676,1.04918972316,0.871794871795
C,3,209,0.557200710587,1.00493935944,0.905
C,1,94,0.360069916489,1.44049308352,0.904761904762
C,4,73,0.545057314034,1.05454682752,0.9
C,3,252,0.586675076147,0.972075354349,0.90306122449
B,4,141,0.898186470013,0.223981958039,0.7
C,3,27,0.62260638976,0.891396102354,0.846153846154
C,2,20,0.431764860477,1.29800281075,0.832487309645
C,4,264,0.518189074315,1.12916091955,0.865979381443
C,1,38,0.418788720022,1.29569457349,0.894444444444
B,2,175,1.0,4.4408920985e-16,0.75
B,3,203,0.811564509703,0.284054040658,0.716666666667
B,4,166,0.82900231078,0.30805909819,0.616666666667
C,2,83,0.528036262768,1.169887874,0.924242424242
B,3,288,0.83939631238,0.268217820774,0.8
C,1,95,0.48927081934,1.16524226913,0.877777777778
C,4,268,0.563493834231,0.994710257262,0.905759162304
B,4,181,0.790982542422,0.445401029883,0.583333333333
B,4,209,0.866347633641,0.194055218855,0.7
C,4,90,0.678691860279,0.776355466066,0.873684210526
B,2,225,0.986430678466,0.0602736678748,0.766666666667
B,4,85,1.0,0.0,0.666666666667
C,1,8,0.430941675903,1.24228066503,0.865921787709
B,3,16,0.849056603774,0.240027812667,0.8
B,2,252,0.810861442497,0.347947815044,0.833333333333
B,4,160,0.858131487889,0.21362889972,0.7
C,2,235,0.452530503729,1.23595312673,0.881188118812
C,4,244,0.691087977817,0.797343677827,0.869346733668
C,1,257,0.526031099405,1.18476118917,0.906735751295
B,2,289,0.876010449864,0.200934129401,0.833333333333
C,4,138,0.535262415428,1.06136955522,0.866336633663
B,2,299,0.952518818761,0.116594066656,0.683333333333
B,1,272,0.656275542404,0.570990995135,0.816666666667
B,3,253,1.0,4.4408920985e-16,0.75
