CLUSTER	TAXA
12	MH8309
65	MH8690
60	HS1391
17	HS1364
17	HS1381
2	MH7391
43	HS1597
60	MH7687
2	HS1255
65	HS1563
43	MH8925
48	HS1395
38	MH7799
64	MH7611
48	MH7860
12	HS1514
63	MH7851
64	MH8586
17	MH8186
60	HS1402
2	HS1256
63	HS1328
2	MH7389
17	MH7492
65	MH8689
65	MH8391
16	MH8125
64	HS1369
16	HS1448
65	MH8392
63	MH7520
64	MH7612
16	MH7891
38	HS1349
