CLUSTER	TAXA
69	MH8132
17	HS1375
17	HS1381
70	HS1335
43	HS1597
43	HS1595
0	HS1253
15	HS1273
40	HS1357
0	MH7885
69	MH7346
16	HS1535
60	MH7852
60	HS1525
79	HS1445
17	HS1341
15	HS1256
55	MH8158
70	MH7851
17	MH7492
0	HS1294
40	HS1394
0	MH7505
70	MH8391
0	HS1250
55	HS1465
41	MH8160
41	MH8127
16	MH8611
0	MH7890
70	HS1564
0	MH7884
79	MH8396
59	MH8386
59	HS1507
70	HS1327
16	HS1536
60	MH8451
