CLUSTER	TAXA
39	736-viet12
20	351-viet12
7	4061-viet12
74	316-viet13_f4
20	289-viet13_f3
50	277-viet13_f2
7	4517-viet12
74	681-viet12
39	3968-viet12
13	4445-viet12
7	4454-viet12
13	3770-viet12
47	446-viet12
13	4280-viet12
50	591-viet12
47	406-viet12
20	771-viet12
20	298-viet13_f3
13	4406-viet12
20	343-viet13_f3
74	313-viet13_f4
50	271-viet13_f2
74	304-viet13_f4
20	295-viet13_f3
20	292-viet13_f3
