CLUSTER	TAXA
28	HS1375
64	MH8690
62	HS1327
61	HS1518
60	HS1434
65	HS1335
41	HS1597
14	HS1417
41	HS1595
14	MH8126
64	HS1563
65	MH7612
65	HS1336
44	MH7860
62	MH7564
39	MH7953
44	MH7843
28	HS1341
15	HS1256
75	HS1445
65	HS1369
44	HS1394
6	HS1416
60	HS1465
6	HS1345
61	HS1519
6	HS1509
15	MH7440
64	HS1564
75	MH8090
39	HS1460
64	HS1562
41	MH8924
48	HS1507
48	MH8386
